Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	FORWARD	DPOP	ONLINE	10	6.0	10
0	4224.8	0	1420	FORWARD	DPOP	ONLINE	10	6.0	10
1	3869.8	0	1360	FORWARD	DPOP	ONLINE	10	6.0	10
2	4136.8	0	1240	FORWARD	DPOP	ONLINE	10	6.0	10
3	4010.8	0	1270	FORWARD	DPOP	ONLINE	10	6.0	10
4	4176.8	0	1290	FORWARD	DPOP	ONLINE	10	6.0	10
5	4264.6	0	1210	FORWARD	DPOP	ONLINE	10	6.0	10
6	4145.6	0	1260	FORWARD	DPOP	ONLINE	10	6.0	10
7	4002.6	0	1230	FORWARD	DPOP	ONLINE	10	6.0	10
8	4198.4	0	1260	FORWARD	DPOP	ONLINE	10	6.0	10
9	4171.6	0	1240	FORWARD	DPOP	ONLINE	10	6.0	10
10	4139.6	0	1180	FORWARD	DPOP	ONLINE	10	6.0	10
