Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	FORWARD	MGM	ONLINE	10	10.0	10
0	-∞	0	1250	FORWARD	MGM	ONLINE	10	10.0	10
1	-∞	180	0	FORWARD	MGM	ONLINE	10	10.0	10
2	-∞	140	0	FORWARD	MGM	ONLINE	10	10.0	10
3	-∞	160	0	FORWARD	MGM	ONLINE	10	10.0	10
4	-∞	120	10	FORWARD	MGM	ONLINE	10	10.0	10
5	-∞	160	0	FORWARD	MGM	ONLINE	10	10.0	10
6	-∞	200	0	FORWARD	MGM	ONLINE	10	10.0	10
7	-∞	200	10	FORWARD	MGM	ONLINE	10	10.0	10
8	-∞	140	10	FORWARD	MGM	ONLINE	10	10.0	10
9	-∞	160	0	FORWARD	MGM	ONLINE	10	10.0	10
10	-∞	180	0	FORWARD	MGM	ONLINE	10	10.0	10
