Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	HYBRID	DPOP	ONLINE	10	0.0	10
0	4369.4	0	1910	HYBRID	DPOP	ONLINE	10	0.0	10
1	4479.4	0	1850	HYBRID	DPOP	ONLINE	10	0.0	10
2	4299	0	1820	HYBRID	DPOP	ONLINE	10	0.0	10
3	4337.4	0	1860	HYBRID	DPOP	ONLINE	10	0.0	10
4	4321	0	1790	HYBRID	DPOP	ONLINE	10	0.0	10
5	4295.4	0	1830	HYBRID	DPOP	ONLINE	10	0.0	10
6	4235	0	1840	HYBRID	DPOP	ONLINE	10	0.0	10
7	4329.4	0	1840	HYBRID	DPOP	ONLINE	10	0.0	10
8	4179	0	1760	HYBRID	DPOP	ONLINE	10	0.0	10
9	4481.4	0	1820	HYBRID	DPOP	ONLINE	10	0.0	10
10	4413	0	1810	HYBRID	DPOP	ONLINE	10	0.0	10
