Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	HYBRID	MGM	ONLINE	10	10.0	10
0	-∞	0	1130	HYBRID	MGM	ONLINE	10	10.0	10
1	-∞	180	10	HYBRID	MGM	ONLINE	10	10.0	10
2	-∞	120	10	HYBRID	MGM	ONLINE	10	10.0	10
3	-∞	160	0	HYBRID	MGM	ONLINE	10	10.0	10
4	-∞	180	0	HYBRID	MGM	ONLINE	10	10.0	10
5	-∞	200	0	HYBRID	MGM	ONLINE	10	10.0	10
6	-∞	160	0	HYBRID	MGM	ONLINE	10	10.0	10
7	-∞	200	10	HYBRID	MGM	ONLINE	10	10.0	10
8	-∞	160	0	HYBRID	MGM	ONLINE	10	10.0	10
9	-∞	140	0	HYBRID	MGM	ONLINE	10	10.0	10
10	-∞	160	0	HYBRID	MGM	ONLINE	10	10.0	10
